TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Target
0.2649607838027985,1.0,23,1,0.532258064516129,1,0.40344827586206894,0.0,0.5113458997065218,0
0.4473356437449514,1.0,37,1,0.14516129032258068,3,0.603448275862069,0.0,0.1190926237872007,1
0.01308075149177893,1.0,21,0,0.6290322580645161,1,0.23448275862068962,0.0,0.0067077867866212615,0
0.0767959976027308,1.0,5,1,0.8548387096774193,2,0.4241379310344827,0.0,0.13541609250413736,2
0.059806655027750996,1.0,35,1,0.30645161290322587,0,0.5689655172413793,0.0,0.5069934676548761,1
0.19965604398467832,1.0,13,1,0.19354838709677424,1,0.04827586206896552,0.0,0.5915731537957913,2
0.05121817755426428,1.0,12,2,0.03225806451612906,3,0.5413793103448277,0.0,0.6239391156933577,2
0.043244651744534485,1.0,13,1,0.5967741935483871,0,0.5310344827586208,0.0,0.07260058319228542,2
0.10209239909320686,1.0,41,1,0.14516129032258068,1,0.4689655172413793,0.0,0.6263206858491849,1
0.06758214555593192,1.0,19,0,0.22580645161290325,1,0.7758620689655172,0.0,0.5279160622555749,0
0.15980404930036218,1.0,7,2,0.4516129032258065,1,0.1413793103448276,0.0,0.6262682550074815,2
0.05978580920864059,1.0,39,2,0.6612903225806451,2,0.24137931034482757,0.0,0.4062334893262906,1
0.3941579591943091,1.0,34,1,0.14516129032258068,3,0.02413793103448276,0.0,0.021469757487191415,1
0.2623967480522188,1.0,20,2,0.06451612903225812,3,0.08620689655172413,0.0,0.023296098473187005,0
0.07440393985981186,1.0,35,0,0.7258064516129032,2,0.4724137931034483,0.0,0.5296993830637627,1
0.12782656278500143,1.0,27,0,0.11290322580645162,3,0.5862068965517242,0.0,0.05940884898169896,0
0.13242827735362328,1.0,9,2,0.532258064516129,1,0.5655172413793104,0.0,0.5880327276002674,2
0.1112645595017849,1.0,9,0,0.967741935483871,2,0.9379310344827586,0.0,0.23039120129813387,2
0.17072725851421425,1.0,14,2,0.3548387096774194,1,0.32413793103448274,0.0,0.025469961833036004,2
0.0011673658701826615,1.0,36,2,0.467741935483871,0,0.33448275862068966,0.0,0.8095873155005735,1
0.1562498371420382,1.0,2,2,0.8064516129032258,0,0.1275862068965517,0.0,0.903793438616256,2
0.21230945618469393,1.0,4,2,0.12903225806451613,1,0.17931034482758618,0.0,0.5542470998350445,2
0.06022878286473669,1.0,14,1,0.33870967741935487,1,0.5413793103448277,0.0,0.428843281525388,2
0.027782265419391824,1.0,15,0,0.8225806451612903,2,0.38275862068965516,0.0,0.10419487065042476,0
0.032873856737108166,1.0,11,2,0.4516129032258065,0,0.5344827586206897,0.0,0.7443626762314863,2
0.16552101519139067,1.0,11,2,0.14516129032258068,3,0.2793103448275862,0.0,0.0029744419812405137,2
0.17270239987492508,1.0,32,2,0.3709677419354839,1,0.17586206896551726,0.0,0.27367017236303115,1
0.002491075383693358,1.0,42,0,0.6129032258064516,2,0.10689655172413794,0.0,0.3668216289321451,1
0.1116710529744378,1.0,11,2,0.8387096774193548,0,0.8172413793103449,0.0,0.7427890787901115,2
0.31193162571331784,1.0,30,1,0.6290322580645161,0,0.5103448275862069,0.0,0.08834395169909538,1
0.43829376970581335,1.0,40,2,0.12903225806451613,3,0.24137931034482757,0.0,0.0673796813011453,1
0.019746202152330822,1.0,23,2,0.12903225806451613,3,0.3379310344827586,0.0,0.013607147802542761,0
0.06486176616202412,1.0,28,1,0.24193548387096775,1,0.3275862068965517,0.0,0.4173326952006959,0
0.15748495192432968,1.0,35,1,0.967741935483871,2,0.10344827586206896,0.0,0.3382703468636274,1
0.10828360736899705,1.0,21,2,0.467741935483871,1,0.906896551724138,0.0,0.6213545440735,0
0.002871511582458243,1.0,20,1,0.08064516129032262,3,0.8413793103448276,0.0,0.06834292996987244,0
0.1985929072100477,1.0,0,0,0.6129032258064516,0,0.22413793103448276,0.0,0.7887547943971597,2
0.008286213096385856,1.0,25,0,0.5161290322580645,0,0.393103448275862,0.0,0.9612267203701887,0
0.2531828960054199,1.0,28,2,0.0,3,0.2,0.0,0.11073931519943216,0
0.17517262943950804,1.0,35,1,0.04838709677419356,3,0.027586206896551724,0.0,0.06044402201019848,1
0.12210959689397294,1.0,6,2,0.08064516129032262,3,0.3793103448275862,0.0,0.01093855239790438,2
0.0029913750423430697,1.0,6,2,0.19354838709677424,0,0.8137931034482759,0.0,0.35905110931561623,2
0.11823748599421527,1.0,5,0,0.0,3,0.9793103448275863,0.0,0.016178947807113656,2
0.12167704614743205,1.0,28,2,0.7741935483870968,2,0.02413793103448276,0.0,0.06488921632024221,0
0.02375902233108372,1.0,20,0,0.03225806451612906,3,0.2827586206896551,0.0,0.1047205234480135,0
0.21640044818511087,1.0,22,0,0.7741935483870968,0,0.45172413793103444,0.0,0.6730244663817477,0
0.13836412434531098,1.0,30,2,0.5806451612903226,2,0.2827586206896551,0.0,0.2920612983758539,1
0.036031998332334475,1.0,41,2,1.0,2,0.35517241379310344,0.0,0.4269429996087853,1
0.17336946608645804,1.0,0,1,0.27419354838709675,1,0.9758620689655172,0.0,0.1806141668134282,2
0.13947937566771765,1.0,35,2,0.03225806451612906,3,0.5172413793103449,0.0,0.033267369060694746,1
0.25836829350913304,1.0,37,1,0.6935483870967742,0,0.8793103448275862,0.0,0.8606327730403301,1
0.1959506996378039,1.0,40,0,0.30645161290322587,1,0.810344827586207,0.0,0.6023597911908121,1
0.04312999973942726,1.0,39,2,0.29032258064516125,1,0.5551724137931034,0.0,0.5988079377605579,1
0.04846652943169086,1.0,27,2,0.03225806451612906,3,0.21379310344827585,0.0,0.07064383729231002,0
0.41853714464392733,1.0,22,1,0.8064516129032258,0,0.4103448275862069,0.0,0.8111400750433229,0
0.018500664460484144,1.0,5,1,0.08064516129032262,3,0.38620689655172413,0.0,0.034322707797541666,2
0.0147327826562785,1.0,42,2,0.7096774193548387,0,0.30689655172413793,0.0,0.5760186707571687,1
0.07257993068765145,1.0,21,2,0.5645161290322581,0,0.5758620689655173,0.0,0.672029624769943,0
0.16015321677046146,1.0,11,1,0.24193548387096775,0,0.9482758620689655,0.0,0.3499751961787327,2
0.03147197540193345,1.0,40,1,0.6129032258064516,2,0.14827586206896554,0.0,0.06359121689294833,1
0.038877452640904704,1.0,26,1,0.8387096774193548,0,0.396551724137931,0.0,0.45844923014047434,0
0.12072334992313102,1.0,22,0,0.25806451612903225,1,0.5344827586206897,0.0,0.0007736910102616569,0
0.06563827292388669,1.0,3,1,0.9193548387096775,2,0.8896551724137931,0.0,0.374303106729028,2
0.15847512833207392,1.0,15,1,0.20967741935483875,1,0.0896551724137931,0.0,0.26590839122011944,0
0.14674935508247128,1.0,11,0,0.06451612903225812,3,0.34137931034482755,0.0,0.09980210718208427,2
0.40525314641582194,1.0,15,1,0.20967741935483875,1,0.02413793103448276,0.0,0.4520009088012562,0
0.06197462021523308,1.0,20,1,0.6129032258064516,2,0.296551724137931,0.0,0.36400784042740547,0
0.09220626938009745,1.0,6,2,0.935483870967742,2,0.11379310344827585,0.0,0.3523655048081771,2
0.13582093441384163,1.0,10,1,0.06451612903225812,3,0.0896551724137931,0.0,0.053896216509799866,2
0.08818302629178934,1.0,6,2,0.09677419354838712,3,0.031034482758620682,0.0,0.11460239272851447,2
0.03802798551215572,1.0,32,1,0.12903225806451613,3,0.013793103448275862,0.0,0.04614519041134012,1
0.4129087734841181,1.0,3,0,0.016129032258064557,3,0.5310344827586208,0.0,0.04497759589802605,2
0.12340724913359563,1.0,31,2,0.8548387096774193,2,0.12413793103448274,0.0,0.0726987229729094,1
0.01767204315084556,1.0,30,2,0.5806451612903226,1,0.15172413793103445,0.0,0.04203205809875013,1
0.38564244208770876,1.0,30,2,0.3709677419354839,0,0.3896551724137931,0.0,0.9654702575967585,1
0.23622482215910573,1.0,0,0,0.6451612903225806,0,0.2482758620689655,0.0,0.8029346483167684,2
0.15645308387836465,1.0,17,1,0.8870967741935485,2,0.3103448275862069,0.0,0.5232591280078835,0
0.05767517002371212,1.0,41,1,0.016129032258064557,3,0.6586206896551724,0.0,0.1244291424061992,1
0.1049743335852203,1.0,19,0,0.6612903225806451,0,0.996551724137931,0.0,0.4858100632262176,0
0.20791098835239857,1.0,32,0,0.6612903225806451,1,0.34137931034482755,0.0,0.20899336817071484,1
0.32837376553664954,1.0,23,0,0.7096774193548387,2,0.14482758620689656,0.0,0.08485730072583109,0
0.005565833702478046,1.0,30,0,0.6774193548387097,1,0.810344827586207,0.0,0.07667943380068484,1
0.11237981082419156,1.0,20,0,0.32258064516129037,0,0.7758620689655172,0.0,0.522428300823971,0
0.11783620397633998,1.0,21,1,0.5,0,0.45172413793103444,0.0,0.6546319959883685,0
0.2317169137764807,1.0,19,1,0.4032258064516129,0,0.3137931034482758,0.0,0.6874476531820817,0
0.14608228887093833,1.0,41,2,0.11290322580645162,3,0.04827586206896552,0.0,0.012905381152053474,1
0.2544649138807098,1.0,17,1,0.5483870967741935,1,0.4206896551724138,0.0,0.49643806371557214,0
0.0015842822523907548,1.0,20,1,0.5161290322580645,0,0.41724137931034483,0.0,0.7585075762566262,0
0.10377569898637203,1.0,7,1,0.8225806451612903,2,0.5344827586206897,0.0,0.481526194582953,2
0.010475024102978346,1.0,40,1,0.7096774193548387,2,0.22413793103448276,0.0,0.17888529341777837,1
0.25684654871407353,1.0,7,1,0.5645161290322581,2,0.7793103448275862,0.0,0.4928324350630582,2
0.16006983349401988,1.0,20,0,0.016129032258064557,3,0.013793103448275862,0.0,0.06424458584340387,0
0.005690908617140475,1.0,1,2,0.4032258064516129,0,0.5206896551724138,0.0,0.39361042809110064,2
0.16341037600646222,1.0,40,1,0.6612903225806451,1,0.48620689655172417,0.0,0.48131109369391417,1
0.07333559163040361,1.0,22,1,0.6774193548387097,1,0.3103448275862069,0.0,0.5395153776969955,0
0.1499752455898064,1.0,10,0,0.8064516129032258,2,0.18275862068965515,0.0,0.11069427845078963,2
0.4170675143966438,1.0,28,0,0.20967741935483875,1,0.3379310344827586,0.0,0.6425446704049409,0
0.25290147744742947,1.0,15,0,0.4516129032258065,1,0.4586206896551724,0.0,0.4214807814077547,0
0.2714594679104672,1.0,18,0,0.5806451612903226,0,0.703448275862069,0.0,0.6279077270961246,0
0.15877739270917476,1.0,32,0,0.7580645161290323,0,0.5103448275862069,0.0,0.9027495271141394,1
0.2250410402063736,1.0,12,0,0.3548387096774194,0,0.46551724137931033,0.0,0.7662545692134165,2
0.36164369283685543,1.0,25,0,0.6935483870967742,2,0.21379310344827585,0.0,0.08658617412148092,0
0.06076556270682961,1.0,21,0,0.5967741935483871,1,0.5551724137931034,0.0,0.4440025166804018,0
0.03888787555045991,1.0,1,0,0.11290322580645162,3,0.6620689655172414,0.0,0.02147110186774791,2
0.4638090522969487,1.0,19,2,0.24193548387096775,1,0.5206896551724138,0.0,0.3387623901473038,0
0.18813872892617972,1.0,29,0,0.7258064516129032,0,0.5862068965517242,0.0,0.5272875643454145,1
0.06842640122990332,1.0,5,1,0.4193548387096775,0,0.11034482758620691,0.0,0.38800772212191653,2
0.25288584308309664,1.0,25,2,0.935483870967742,2,0.09310344827586207,0.0,0.19985561352823267,0
0.2853844750762175,1.0,8,0,0.7419354838709677,2,0.41724137931034483,0.0,0.40697827615458765,2
0.23818432915548376,1.0,41,2,0.16129032258064518,1,0.017241379310344827,0.0,0.552341440396216,1
0.2636891888370639,1.0,6,0,0.6451612903225806,1,0.18620689655172412,0.0,0.008660499544927182,2
0.25344868019907757,1.0,16,1,0.6290322580645161,2,0.3758620689655172,0.0,0.1621531330116679,0
0.08516559397555827,1.0,36,1,0.3709677419354839,0,0.9724137931034483,0.0,0.6714374251348079,1
0.3029887693149543,1.0,4,0,0.06451612903225812,3,0.5724137931034483,0.0,0.025471978403870745,2
0.02696927847408604,1.0,23,0,0.4838709677419355,0,0.2586206896551724,0.0,0.06853853734084217,0
0.32831122807931834,1.0,4,0,0.04838709677419356,3,0.17931034482758618,0.0,0.01811956114041114,2
0.2728092346978659,1.0,28,0,0.4032258064516129,0,0.5137931034482759,0.0,0.9005534814751082,0
0.11321364358860775,1.0,10,1,0.4516129032258065,1,0.08620689655172413,0.0,0.1987095291038225,2
0.04753889048127785,1.0,13,0,0.532258064516129,0,0.45172413793103444,0.0,0.9976332180302944,2
0.0026005159340229825,1.0,38,0,0.33870967741935487,0,0.13448275862068965,0.0,0.9438942940456042,1
0.028021992339161476,1.0,25,0,0.6129032258064516,2,0.5206896551724138,0.0,0.4460016105679067,0
0.3838080100059932,1.0,22,1,0.4838709677419355,1,0.0,0.0,0.21589541794774933,0
0.19212028037626705,1.0,41,1,0.5806451612903226,0,0.013793103448275862,0.0,0.048966373009140446,1
0.01709357167053183,1.0,13,2,0.5645161290322581,2,0.5517241379310345,0.0,0.09676985683691454,2
0.03452067644683013,1.0,21,2,0.22580645161290325,1,0.46206896551724136,0.0,0.45164330357322907,0
0.09214894337754384,1.0,19,3,0.27419354838709675,0,0.2586206896551724,0.0,0.8989798840337333,0
0.30657946165672145,1.0,32,1,0.22580645161290325,1,0.41379310344827586,0.0,0.041218707862071935,1
0.09028324256716261,1.0,26,0,0.04838709677419356,3,0.9379310344827586,0.0,0.08104329308706076,0
0.04068582744873231,1.0,22,2,0.6129032258064516,1,0.6172413793103448,0.0,0.48089030257973187,0
0.021054277301508714,1.0,21,1,0.6612903225806451,2,0.503448275862069,0.0,0.07075407649794244,0
0.050530265523620915,1.0,1,1,0.9516129032258065,2,0.15517241379310343,0.0,0.4400480212734779,2
0.017619928603069546,1.0,30,1,0.06451612903225812,3,0.24482758620689654,0.0,0.5786563454090078,1
0.25629934596242543,1.0,14,2,0.08064516129032262,3,0.2206896551724138,0.0,0.050861277403517174,2
0.43867420590457823,1.0,41,2,0.5645161290322581,0,0.603448275862069,0.0,0.02743880715801984,1
0.03819475206503895,1.0,1,0,0.532258064516129,1,0.5103448275862069,0.0,0.18221801281732425,2
0.3962112723766839,1.0,31,2,0.6290322580645161,1,0.37241379310344824,0.0,0.4086016156765528,1
0.19356906480444017,1.0,37,1,0.7903225806451613,2,0.4586206896551724,0.0,0.2274066764627197,1
0.11397451598613752,1.0,39,0,0.0,3,0.010344827586206896,0.0,0.043891336408379805,1
0.1183677723636553,1.0,1,2,0.0,3,0.1896551724137931,0.0,0.04368161304156691,2
0.12389191442791254,1.0,18,1,0.33870967741935487,0,0.26206896551724135,0.0,0.5652340499329828,0
0.09711024832582014,1.0,43,2,0.6451612903225806,0,0.010344827586206896,0.0,0.09460876509235223,1
0.17765328191364618,1.0,38,2,0.0,3,0.47586206896551725,0.0,0.027567867691443152,1
0.22634390390077389,1.0,22,0,0.6612903225806451,0,0.706896551724138,0.0,0.8434018474477608,0
0.1629204992573677,1.0,32,1,0.5806451612903226,1,0.11724137931034483,0.0,0.008870222911740073,1
0.03902858482945514,1.0,4,0,0.08064516129032262,3,0.49655172413793097,0.0,0.0666590933228651,2
0.01200719180759309,1.0,20,0,0.6612903225806451,1,0.5206896551724138,0.0,0.4443110520181169,0
0.0245563749120567,1.0,39,2,0.11290322580645162,3,0.17586206896551726,0.0,0.024072478244561647,1
0.2671131146259478,1.0,34,1,0.9838709677419355,2,0.06896551724137931,0.0,0.46334680850777793,1
0.25426166714438336,1.0,21,1,0.4032258064516129,1,0.5448275862068966,0.0,0.4685058688933194,0
0.006545587200667067,1.0,13,0,0.4193548387096775,1,0.503448275862069,0.0,0.6012029517219499,2
0.2791515751622065,1.0,19,2,0.4032258064516129,1,0.041379310344827586,0.0,0.6413280060013149,0
0.1409490059150012,1.0,42,2,0.12903225806451613,1,0.14827586206896554,0.0,0.4142513749652142,1
0.05092633608671861,1.0,10,1,0.8709677419354838,2,0.027586206896551724,0.0,0.4946702032837839,2
0.10205070745498605,1.0,37,2,0.6935483870967742,2,0.30344827586206896,0.0,0.2777873378172906,1
0.1307658232795685,1.0,38,0,0.3870967741935484,1,0.8137931034482759,0.0,0.5513741585858193,1
0.023065898845662767,1.0,12,2,0.16129032258064518,3,0.6724137931034483,0.0,0.014319669497483992,2
0.09308179378273444,1.0,3,2,0.27419354838709675,0,0.5862068965517242,0.0,0.3455044586381156,2
0.20138103551606432,1.0,27,1,0.4516129032258065,0,0.4068965517241379,0.0,0.4545222945349586,0
0.08696875732860826,1.0,10,2,0.935483870967742,2,0.034482758620689655,0.0,0.253851314199213,2
0.1797743440081299,1.0,14,1,0.8225806451612903,2,0.8379310344827586,0.0,0.2652012470474042,2
0.0388722411861271,1.0,33,0,0.8709677419354838,2,0.36896551724137927,0.0,0.15517378135263507,1
0.3499335539515856,1.0,42,1,0.6451612903225806,1,0.15172413793103445,0.0,0.3435315801714623,1
0.13277744482372253,1.0,39,0,0.435483870967742,1,0.489655172413793,0.0,0.41115257778249803,1
0.023717330692862915,1.0,30,2,0.11290322580645162,3,0.34137931034482755,0.0,0.3950374880518178,1
0.17168095473851525,1.0,35,2,0.12903225806451613,3,0.19310344827586207,0.0,0.1055614334860998,1
0.006076556270682962,1.0,36,3,0.5645161290322581,0,0.14482758620689656,0.0,0.975391786103676,1
0.024577220731167106,1.0,36,0,0.7419354838709677,0,0.06206896551724138,0.0,0.5479876639640138,1
0.018620527920368973,1.0,24,1,0.7258064516129032,2,0.4103448275862069,0.0,0.29499339236956484,0
0.07865648695833441,1.0,27,1,0.30645161290322587,0,0.296551724137931,0.0,0.7933572812323131,0
0.1263048179899419,1.0,37,2,0.06451612903225812,3,0.7724137931034483,0.0,0.025662208252614487,1
0.025254709852255256,1.0,41,1,0.04838709677419356,3,0.02413793103448276,0.0,0.048050177659890544,1
0.022513484639237042,1.0,4,0,0.11290322580645162,3,0.24137931034482757,0.0,0.03205070465706869,2
0.2311436537509446,1.0,19,0,0.5645161290322581,2,0.2655172413793103,0.0,0.20384842378101656,0
0.19015556192511138,1.0,9,2,0.8064516129032258,2,0.16206896551724137,0.0,0.38938907314371296,2
0.3945852984860724,1.0,20,0,0.06451612903225812,3,0.09310344827586207,0.0,0.6339540786489514,0
0.010568830288975166,1.0,13,1,0.532258064516129,1,0.21379310344827585,0.0,0.3512718512254701,2
0.24759621648383145,1.0,31,0,0.25806451612903225,1,0.3275862068965517,0.0,0.12767246049873832,1
0.017969096073168826,1.0,37,0,0.6129032258064516,2,0.04827586206896552,0.0,0.452136691237462,1
0.3592151549104932,1.0,28,1,0.14516129032258068,3,0.2862068965517241,0.0,0.10301383233154576,0
0.10992000416916381,1.0,42,0,0.8870967741935485,2,0.27586206896551724,0.0,0.2667197248859629,1
0.11001381035516064,1.0,13,1,0.532258064516129,1,0.9517241379310345,0.0,0.5271464043869827,2
0.38781040727519084,1.0,15,2,0.33870967741935487,1,0.33448275862068966,0.0,0.587576310401338,0
0.03187846887458634,1.0,31,2,0.09677419354838712,3,0.5517241379310345,0.0,0.11975204245016047,1
0.0871251009719363,1.0,23,1,0.30645161290322587,0,0.2482758620689655,0.0,0.8352273414740058,0
0.18823774656695416,1.0,26,2,0.04838709677419356,3,0.2517241379310345,0.0,0.3116670722214679,0
0.1973004664252026,1.0,41,1,0.967741935483871,2,0.39999999999999997,0.0,0.14783346351418392,1
0.12551788831852412,1.0,8,1,0.19354838709677424,0,0.15517241379310343,0.0,0.8257050939923667,2
